SkuShort,ProductGroup,PrimaryPack,Country,Year,Week,NumberWorkdays,AvgTemp,AvgRain,AvgSun,IsLockdown,PdtHl,PrevWeekPdtHl1,BgtHl,SalesHl,PrevWeekSalesHl1,PrevWeekSalesHl2,PrevYearSalesHl1,PrevYearSalesHl2,OldPredSalesHl
01000,CLEAR BEER,TANK,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"1901,85066611255","2057,73",NULL,NULL,NULL,NULL,"1902,089"
01002,CLEAR BEER,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"472,93888166257494","394,5",NULL,NULL,NULL,NULL,"375,6472"
01003,CLEAR BEER,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"3010,971783775024","2535,6",NULL,NULL,NULL,NULL,"2311,0085"
01005,CLEAR BEER,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142856","1,0142857142857142",0,NULL,NULL,"4930,06793436995","4515,5",NULL,NULL,NULL,NULL,"4459,9005"
01010,CLEAR BEER,KEG ONE WAY,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"46,15059676749999","7,15",NULL,NULL,NULL,NULL,"40,885"
02003,CLEAR BEER,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"289,06153830505","171,3",NULL,NULL,NULL,NULL,"163,9316"
02110,CLEAR BEER,KEG ONE WAY,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"40,849843284950005","14,6",NULL,NULL,NULL,NULL,"28,7006"
02500,CLEAR BEER,TANK,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,NULL,"448,64",NULL,NULL,NULL,NULL,"306,9948"
02503,CLEAR BEER,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,NULL,"153,3",NULL,NULL,NULL,NULL,"164,3056"
02505,CLEAR BEER,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,NULL,1273,NULL,NULL,NULL,NULL,"1218,1524"
02600,CLEAR BEER,TANK,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"1665,030865997525","1462,25",NULL,NULL,NULL,NULL,"1291,3232"
02603,CLEAR BEER,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"1094,621426237375","593,4",NULL,NULL,NULL,NULL,"622,1369"
02605,CLEAR BEER,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"7604,628708382251",7141,NULL,NULL,NULL,NULL,"6781,754400000001"
02800,CLEAR BEER,TANK,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"234,007328695","252,77",NULL,NULL,NULL,NULL,"215,19679999999997"
02803,CLEAR BEER,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"468,79971788507487","306,6",NULL,NULL,NULL,NULL,"352,2631"
02805,CLEAR BEER,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"2239,4092125400994",1735,NULL,NULL,NULL,NULL,"1596,6187000000002"
05000,CLEAR BEER,TANK,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"725,0318175824749","592,91",NULL,NULL,NULL,NULL,"563,4902999999999"
05002,CLEAR BEER,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"72,033887494925","70,65",NULL,NULL,NULL,NULL,"63,384499999999996"
05003,CLEAR BEER,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"481,90632725482504","381,6",NULL,NULL,NULL,NULL,"305,7456"
05005,CLEAR BEER,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"3576,8743772850753",2784,NULL,NULL,NULL,NULL,"2479,1068999999998"
05100,CLEAR BEER,TANK,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"186,8293127025","190,61",NULL,NULL,NULL,NULL,"171,57559999999998"
05103,CLEAR BEER,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"16,16507275",372,NULL,NULL,NULL,NULL,"284,2816"
05105,CLEAR BEER,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"78,54450374999999","3317,5",NULL,NULL,NULL,NULL,"2923,605"
05202,CLEAR BEER,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"108,45266950755001","79,2",NULL,NULL,NULL,NULL,"68,2695"
05203,CLEAR BEER,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"339,752228437275","314,1",NULL,NULL,NULL,NULL,"275,7873"
05603,CLEAR BEER,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,NULL,"84,3",NULL,NULL,NULL,NULL,"19,9998"
06003,CLEAR BEER,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"39,44997655005","26,7",NULL,NULL,NULL,NULL,"19,7764"
06005,CLEAR BEER,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"311,41697427005","262,5",NULL,NULL,NULL,NULL,"236,0636"
06100,CLEAR BEER,TANK,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"125,37832448752499","91,17",NULL,NULL,NULL,NULL,"69,2229"
06103,CLEAR BEER,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"271,16718249497495","166,5",NULL,NULL,NULL,NULL,"161,151"
06105,CLEAR BEER,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"2186,835409077526","1619,5",NULL,NULL,NULL,NULL,"1557,7326"
06202,CLEAR BEER,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"46,215725307549995","36,9",NULL,NULL,NULL,NULL,"28,8175"
06203,CLEAR BEER,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"428,602586719925","478,8",NULL,NULL,NULL,NULL,"413,2862"
06205,CLEAR BEER,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,NULL,"21,5",NULL,NULL,NULL,NULL,NULL
06403,CLEAR BEER,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,NULL,"13,5",NULL,NULL,NULL,NULL,"59,4637"
06500,CLEAR BEER,TANK,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"421,1205716874499","522,98",NULL,NULL,NULL,NULL,"495,147"
06503,CLEAR BEER,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"800,8188102973751","680,1",NULL,NULL,NULL,NULL,"638,0101999999999"
06505,CLEAR BEER,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"6627,184435170075","5582,5",NULL,NULL,NULL,NULL,"2782,3251"
08202,CLEAR BEER,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"136,6811694425","96,6",NULL,NULL,NULL,NULL,"116,992"
08302,CLEAR BEER,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"94,11965995994998","31,05",NULL,NULL,NULL,NULL,"27,3506"
15002,CIDER,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"60,931875907549994","13,464",NULL,NULL,NULL,NULL,"12,4172"
15003,CIDER,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"157,930932864825","47,1",NULL,NULL,NULL,NULL,"35,1568"
17002,WHEAT BEER,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"20,04467919507501","2,1",NULL,NULL,NULL,NULL,NULL
17003,WHEAT BEER,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"38,92442503499999","40,5",NULL,NULL,NULL,NULL,"26,041999999999998"
20105,SOFT DRINKS,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"11,259639495",44,NULL,NULL,NULL,NULL,"28,337500000000002"
20205,SOFT DRINKS,KEG,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"15,457499157500001","23,5",NULL,NULL,NULL,NULL,"14,168999999999999"
01000,CLEAR BEER,TANK,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"1901,85066611255","2032,68","2057,73",NULL,NULL,NULL,"1902,9867"
01002,CLEAR BEER,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"472,93888166257494","382,95","394,5",NULL,NULL,NULL,"385,8816"
01003,CLEAR BEER,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"3010,971783775024","2459,7","2535,6",NULL,NULL,NULL,"2436,8151"
01005,CLEAR BEER,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"4930,06793436995","4436,5","4515,5",NULL,NULL,NULL,"4456,235"
01010,CLEAR BEER,KEG ONE WAY,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"46,15059676749999","119,35","7,15",NULL,NULL,NULL,"67,6738"
02003,CLEAR BEER,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"289,06153830505",165,"171,3",NULL,NULL,NULL,"170,6622"
02110,CLEAR BEER,KEG ONE WAY,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"40,849843284950005","10,6","14,6",NULL,NULL,NULL,"22,8"
02500,CLEAR BEER,TANK,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,NULL,"310,85","448,64",NULL,NULL,NULL,"355,9036"
02503,CLEAR BEER,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,NULL,"167,1","153,3",NULL,NULL,NULL,"173,1944"
02505,CLEAR BEER,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,NULL,"1273,5",1273,NULL,NULL,NULL,"1303,0377"
02600,CLEAR BEER,TANK,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"1705,917347780025","1469,7","1462,25",NULL,NULL,NULL,"1438,384"
02603,CLEAR BEER,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"1094,621426237375",609,"593,4",NULL,NULL,NULL,"648,2162"
02605,CLEAR BEER,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"7368,7757048822505",7336,7141,NULL,NULL,NULL,"7496,6363"
02800,CLEAR BEER,TANK,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"196,67978796000003","210,73","252,77",NULL,NULL,NULL,"240,87779999999998"
02803,CLEAR BEER,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"468,79971788507487","360,9","306,6",NULL,NULL,NULL,"362,1391"
02805,CLEAR BEER,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"2239,4092125400994","1638,5",1735,NULL,NULL,NULL,"1691,8355999999999"
03205,CLEAR BEER,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"1,0433466075",0,NULL,NULL,NULL,NULL,NULL
05000,CLEAR BEER,TANK,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"725,0318175824749","796,64","592,91",NULL,NULL,NULL,"681,1201"
05002,CLEAR BEER,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"72,033887494925","64,95","70,65",NULL,NULL,NULL,"64,5107"
05003,CLEAR BEER,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"481,90632725482504","375,6","381,6",NULL,NULL,NULL,"357,713"
05005,CLEAR BEER,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"3576,8743772850753","3078,5",2784,NULL,NULL,NULL,"2844,5894000000003"
05100,CLEAR BEER,TANK,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"186,8293127025","201,43","190,61",NULL,NULL,NULL,"186,4884"
05103,CLEAR BEER,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"16,16507275","264,3",372,NULL,NULL,NULL,"302,44689999999997"
05105,CLEAR BEER,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"78,54450374999999",3157,"3317,5",NULL,NULL,NULL,"3172,9785999999995"
05202,CLEAR BEER,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"108,45266950755001","82,8","79,2",NULL,NULL,NULL,"83,5439"
05203,CLEAR BEER,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"339,752228437275","375,9","314,1",NULL,NULL,NULL,"339,0109"
05603,CLEAR BEER,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,NULL,18,"84,3",NULL,NULL,NULL,"39,999900000000004"
06003,CLEAR BEER,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"39,44997655005","25,5","26,7",NULL,NULL,NULL,"25,3927"
06005,CLEAR BEER,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"311,41697427005",247,"262,5",NULL,NULL,NULL,"254,7178"
06100,CLEAR BEER,TANK,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"125,37832448752499","85,06","91,17",NULL,NULL,NULL,"104,0255"
06103,CLEAR BEER,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"271,16718249497495",168,"166,5",NULL,NULL,NULL,"165,6945"
06105,CLEAR BEER,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"2186,835409077526",1588,"1619,5",NULL,NULL,NULL,"1653,0914"
06202,CLEAR BEER,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"46,215725307549995",36,"36,9",NULL,NULL,NULL,"34,068"
06203,CLEAR BEER,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"428,602586719925",369,"478,8",NULL,NULL,NULL,"405,8678"
06205,CLEAR BEER,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,NULL,12,"21,5",NULL,NULL,NULL,NULL
06403,CLEAR BEER,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,NULL,"23,1","13,5",NULL,NULL,NULL,"54,7486"
06500,CLEAR BEER,TANK,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"421,1205716874499","624,74","522,98",NULL,NULL,NULL,"499,0836"
06503,CLEAR BEER,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"800,8188102973751","633,3","680,1",NULL,NULL,NULL,"640,1360999999999"
06505,CLEAR BEER,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"6627,184435170075",5708,"5582,5",NULL,NULL,NULL,"3025,8214000000003"
08202,CLEAR BEER,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"136,6811694425","100,5","96,6",NULL,NULL,NULL,"118,47290000000001"
08302,CLEAR BEER,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"94,11965995994998","23,7","31,05",NULL,NULL,NULL,"27,330800000000004"
15002,CIDER,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"60,931875907549994","16,218","13,464",NULL,NULL,NULL,"19,0956"
15003,CIDER,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"157,930932864825",42,"47,1",NULL,NULL,NULL,"42,4976"
17002,WHEAT BEER,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"20,04467919507501","2,4","2,1",NULL,NULL,NULL,NULL
17003,WHEAT BEER,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"38,92442503499999","37,5","40,5",NULL,NULL,NULL,"31,479499999999998"
20105,SOFT DRINKS,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"11,259639495",39,44,NULL,NULL,NULL,"36,1305"
20205,SOFT DRINKS,KEG,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"15,457499157500001","24,5","23,5",NULL,NULL,NULL,"18,0652"
01000,CLEAR BEER,TANK,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"1901,85066611255","1990,63","2032,68","2057,73",NULL,NULL,"1934,7263"
01002,CLEAR BEER,KEG,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"472,93888166257494","396,9","382,95","394,5",NULL,NULL,"396,08149999999995"
01003,CLEAR BEER,KEG,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"3010,971783775024","2566,2","2459,7","2535,6",NULL,NULL,"2506,4219"
01005,CLEAR BEER,KEG,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"4930,06793436995",4663,"4436,5","4515,5",NULL,NULL,"4587,7774"
01010,CLEAR BEER,KEG ONE WAY,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"46,15059676749999","239,04999999999998","119,35","7,15",NULL,NULL,"138,215"
02003,CLEAR BEER,KEG,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"289,06153830505","162,3",165,"171,3",NULL,NULL,"176,2985"
02110,CLEAR BEER,KEG ONE WAY,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"40,849843284950005","97,75","10,6","14,6",NULL,NULL,"54,351099999999995"
02500,CLEAR BEER,TANK,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,NULL,"424,6","310,85","448,64",NULL,NULL,"380,03000000000003"
02503,CLEAR BEER,KEG,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,NULL,"180,6","167,1","153,3",NULL,NULL,"180,7428"
02505,CLEAR BEER,KEG,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,NULL,"1401,5","1273,5",1273,NULL,NULL,"1347,8327"
02600,CLEAR BEER,TANK,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"1665,030865997525","1491,72","1469,7","1462,25",NULL,NULL,"1513,3258"
02603,CLEAR BEER,KEG,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"1094,621426237375","704,4",609,"593,4",NULL,NULL,"670,697"
02605,CLEAR BEER,KEG,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"7368,7757048822505",8071,7336,7141,NULL,NULL,"7899,2004"
02800,CLEAR BEER,TANK,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"234,007328695","240,79","210,73","252,77",NULL,NULL,"253,5108"
02803,CLEAR BEER,KEG,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"468,79971788507487","358,2","360,9","306,6",NULL,NULL,"374,40889999999996"
02805,CLEAR BEER,KEG,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"2239,4092125400994",1900,"1638,5",1735,NULL,NULL,"1748,9899999999998"
03205,CLEAR BEER,KEG,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"1,0433466075",0,0,NULL,NULL,NULL,NULL
03503,CLEAR BEER,KEG,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,NULL,"0,3",NULL,NULL,NULL,NULL,NULL
05000,CLEAR BEER,TANK,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"725,0318175824749","699,8299999999999","796,64","592,91",NULL,NULL,"769,6702"
05002,CLEAR BEER,KEG,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"72,033887494925","56,85","64,95","70,65",NULL,NULL,"69,0539"
05003,CLEAR BEER,KEG,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"481,90632725482504","438,9","375,6","381,6",NULL,NULL,"389,72779999999995"
05005,CLEAR BEER,KEG,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"3576,8743772850753",3249,"3078,5",2784,NULL,NULL,"3054,2733"
05100,CLEAR BEER,TANK,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"186,8293127025","239,04","201,43","190,61",NULL,NULL,"215,6459"
05103,CLEAR BEER,KEG,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"16,16507275","329,4","264,3",372,NULL,NULL,"334,6513"
05105,CLEAR BEER,KEG,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"78,54450374999999",3348,3157,"3317,5",NULL,NULL,"3300,7583"
05202,CLEAR BEER,KEG,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"108,45266950755001","106,5","82,8","79,2",NULL,NULL,"91,91460000000001"
05203,CLEAR BEER,KEG,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"339,752228437275",399,"375,9","314,1",NULL,NULL,"374,8993"
05603,CLEAR BEER,KEG,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,NULL,0,18,"84,3",NULL,NULL,NULL
06003,CLEAR BEER,KEG,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"39,44997655005","29,7","25,5","26,7",NULL,NULL,"27,646900000000002"
06005,CLEAR BEER,KEG,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"311,41697427005","300,5",247,"262,5",NULL,NULL,"267,31960000000004"
06100,CLEAR BEER,TANK,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"125,37832448752499","94,34","85,06","91,17",NULL,NULL,"119,91189999999999"
06103,CLEAR BEER,KEG,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"271,16718249497495","172,8",168,"166,5",NULL,NULL,"168,78459999999998"
06105,CLEAR BEER,KEG,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"2186,835409077526","1701,5",1588,"1619,5",NULL,NULL,"1722,9424"
06202,CLEAR BEER,KEG,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"46,215725307549995","37,5",36,"36,9",NULL,NULL,"36,184"
06203,CLEAR BEER,KEG,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"428,602586719925",330,369,"478,8",NULL,NULL,"373,0014"
06205,CLEAR BEER,KEG,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,NULL,"6,5",12,"21,5",NULL,NULL,NULL
06403,CLEAR BEER,KEG,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,NULL,"24,3","23,1","13,5",NULL,NULL,"28,134900000000002"
06500,CLEAR BEER,TANK,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"421,1205716874499","559,05","624,74","522,98",NULL,NULL,"495,10970000000003"
06503,CLEAR BEER,KEG,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"800,8188102973751","672,3","633,3","680,1",NULL,NULL,"645,6039"
06505,CLEAR BEER,KEG,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"6627,184435170075",5916,5708,"5582,5",NULL,NULL,"3208,24"
08202,CLEAR BEER,KEG,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"136,6811694425","102,75","100,5","96,6",NULL,NULL,"111,0572"
08302,CLEAR BEER,KEG,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"94,11965995994998","19,35","23,7","31,05",NULL,NULL,"25,5417"
15002,CIDER,KEG,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"60,931875907549994","17,748","16,218","13,464",NULL,NULL,"20,5825"
